date,dq,zcq,gjj,ding3,ding6,zyxm,dfxm
2018/03,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/04,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/05,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/06,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/07,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/08,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/09,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/10,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/11,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2018/12,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/01,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/02,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/03,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/04,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/05,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/06,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/07,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
2019/08,4.35 ,4.90 ,3.25 ,1.10 ,1.30 ,N/A,N/A
